date,campaign_id,platform,impressions,clicks,conversions,spend,ctr,conversion_rate,cost_per_click,cost_per_conversion
2023-10-20,CAMP_010,LinkedIn Ads,5036,236,17,105.33,4.69,7.2,0.45,6.2
2023-06-23,CAMP_002,LinkedIn Ads,24940,313,9,242.61,1.26,2.88,0.78,26.96
2023-12-20,CAMP_001,Facebook Ads,92528,303,26,735.69,0.33,8.58,2.43,28.3
2023-09-15,CAMP_008,Google Ads,45500,663,21,540.42,1.46,3.17,0.82,25.73
2023-10-11,CAMP_003,Facebook Ads,43753,286,28,95.98,0.65,9.79,0.34,3.43
2023-03-02,CAMP_005,LinkedIn Ads,26478,374,31,227.16,1.41,8.29,0.61,7.33
2023-11-21,CAMP_005,Facebook Ads,48656,438,41,374.52,0.9,9.36,0.86,9.13
2023-09-17,CAMP_008,Google Ads,2571,910,10,59.83,35.39,1.1,0.07,5.98
2023-09-04,CAMP_009,Facebook Ads,92164,473,36,549.38,0.51,7.61,1.16,15.26
2023-08-25,CAMP_007,LinkedIn Ads,20429,391,38,530.34,1.91,9.72,1.36,13.96
2023-04-05,CAMP_009,LinkedIn Ads,24934,803,47,455.35,3.22,5.85,0.57,9.69
2023-07-10,CAMP_006,Instagram Ads,50607,938,4,499.13,1.85,0.43,0.53,124.78
2023-01-31,CAMP_009,Instagram Ads,14575,629,49,554.19,4.32,7.79,0.88,11.31
2023-01-28,CAMP_001,Instagram Ads,17695,465,4,348.58,2.63,0.86,0.75,87.14
2023-06-09,CAMP_002,LinkedIn Ads,96597,284,50,93.48,0.29,17.61,0.33,1.87
2023-10-09,CAMP_004,Instagram Ads,79444,413,48,76.33,0.52,11.62,0.18,1.59
2023-10-05,CAMP_003,LinkedIn Ads,86303,229,27,760.91,0.27,11.79,3.32,28.18
2023-12-04,CAMP_002,Instagram Ads,67693,838,3,874.2,1.24,0.36,1.04,291.4
2023-03-28,CAMP_002,Instagram Ads,3282,831,35,61.42,25.32,4.21,0.07,1.75
2023-04-12,CAMP_010,LinkedIn Ads,1712,491,20,58.45,28.68,4.07,0.12,2.92
2023-10-29,CAMP_006,Google Ads,93975,750,26,310.39,0.8,3.47,0.41,11.94
2023-01-06,CAMP_005,LinkedIn Ads,48838,365,39,992.06,0.75,10.68,2.72,25.44
2023-02-14,CAMP_008,Google Ads,68653,249,46,119.13,0.36,18.47,0.48,2.59
2023-03-23,CAMP_002,Google Ads,29051,536,22,514.95,1.85,4.1,0.96,23.41
2023-11-10,CAMP_002,LinkedIn Ads,84807,151,5,387.75,0.18,3.31,2.57,77.55
2023-12-25,CAMP_004,LinkedIn Ads,35629,657,18,946.59,1.84,2.74,1.44,52.59
2023-05-04,CAMP_006,Instagram Ads,5990,241,0,703.66,4.02,0.0,2.92,
2023-10-11,CAMP_010,Instagram Ads,36516,142,33,851.19,0.39,23.24,5.99,25.79
2023-05-11,CAMP_008,LinkedIn Ads,61893,629,4,730.82,1.02,0.64,1.16,182.71
2023-02-19,CAMP_009,Google Ads,60574,24,0,842.84,0.04,0.0,35.12,
2023-08-10,CAMP_006,Facebook Ads,85182,626,3,817.1,0.73,0.48,1.31,272.37
2023-03-03,CAMP_008,Instagram Ads,82752,983,26,486.34,1.19,2.64,0.49,18.71
2023-02-18,CAMP_010,Google Ads,59629,791,6,614.92,1.33,0.76,0.78,102.49
2023-08-17,CAMP_009,LinkedIn Ads,67100,127,48,569.7,0.19,37.8,4.49,11.87
2023-11-22,CAMP_004,Google Ads,97177,558,47,74.47,0.57,8.42,0.13,1.58
2023-11-12,CAMP_008,Facebook Ads,89206,998,38,474.03,1.12,3.81,0.47,12.47
2023-10-04,CAMP_004,Google Ads,4763,987,13,608.01,20.72,1.32,0.62,46.77
2023-06-11,CAMP_006,Facebook Ads,8454,861,50,176.53,10.18,5.81,0.21,3.53
2023-10-21,CAMP_006,Instagram Ads,84722,24,24,182.22,0.03,100.0,7.59,7.59
2023-04-10,CAMP_007,Instagram Ads,54592,810,1,255.78,1.48,0.12,0.32,255.78
2023-01-04,CAMP_003,Facebook Ads,32939,240,9,440.97,0.73,3.75,1.84,49.0
2023-11-26,CAMP_003,Instagram Ads,63119,834,8,798.25,1.32,0.96,0.96,99.78
2023-12-27,CAMP_005,LinkedIn Ads,67795,26,33,243.47,0.04,126.92,9.36,7.38
2023-12-16,CAMP_006,Instagram Ads,19195,156,0,447.18,0.81,0.0,2.87,
2023-04-06,CAMP_004,Google Ads,95123,202,12,145.18,0.21,5.94,0.72,12.1
2023-10-23,CAMP_005,LinkedIn Ads,8933,102,33,696.69,1.14,32.35,6.83,21.11
2023-10-16,CAMP_005,Google Ads,97527,371,49,630.33,0.38,13.21,1.7,12.86
2023-06-04,CAMP_003,Instagram Ads,51252,729,37,114.06,1.42,5.08,0.16,3.08
2023-02-16,CAMP_005,LinkedIn Ads,70813,754,39,853.78,1.06,5.17,1.13,21.89
2023-03-21,CAMP_008,Facebook Ads,48477,410,11,971.44,0.85,2.68,2.37,88.31
2023-06-22,CAMP_001,Facebook Ads,98090,550,25,758.84,0.56,4.55,1.38,30.35
2023-08-08,CAMP_002,Google Ads,85223,31,31,443.52,0.04,100.0,14.31,14.31
2023-04-28,CAMP_008,Google Ads,86082,660,29,464.47,0.77,4.39,0.7,16.02
2023-11-19,CAMP_004,Instagram Ads,36222,373,23,891.73,1.03,6.17,2.39,38.77
2023-08-16,CAMP_009,Facebook Ads,48270,236,26,892.07,0.49,11.02,3.78,34.31
2023-01-21,CAMP_001,LinkedIn Ads,21382,700,47,799.6,3.27,6.71,1.14,17.01
2023-07-05,CAMP_007,LinkedIn Ads,2915,851,33,152.95,29.19,3.88,0.18,4.63
2023-03-05,CAMP_008,Instagram Ads,8493,977,18,992.41,11.5,1.84,1.02,55.13
2023-02-23,CAMP_006,Facebook Ads,5750,796,13,147.56,13.84,1.63,0.19,11.35
2023-06-05,CAMP_006,Facebook Ads,95030,271,19,654.68,0.29,7.01,2.42,34.46
2023-05-26,CAMP_006,Google Ads,6970,586,28,166.46,8.41,4.78,0.28,5.95
2023-07-31,CAMP_004,LinkedIn Ads,88696,527,11,658.39,0.59,2.09,1.25,59.85
2023-05-03,CAMP_007,Facebook Ads,14267,629,45,367.01,4.41,7.15,0.58,8.16
2023-07-31,CAMP_005,LinkedIn Ads,88445,21,12,171.89,0.02,57.14,8.19,14.32
2023-12-21,CAMP_005,LinkedIn Ads,8317,952,40,779.31,11.45,4.2,0.82,19.48
2023-03-02,CAMP_008,Instagram Ads,72715,168,19,792.4,0.23,11.31,4.72,41.71
2023-10-07,CAMP_010,Google Ads,7883,520,41,696.99,6.6,7.88,1.34,17.0
2023-10-26,CAMP_008,Google Ads,22291,956,37,693.76,4.29,3.87,0.73,18.75
2023-05-16,CAMP_005,LinkedIn Ads,27060,546,41,223.13,2.02,7.51,0.41,5.44
2023-12-16,CAMP_007,Facebook Ads,30772,48,4,990.53,0.16,8.33,20.64,247.63
2023-10-19,CAMP_004,Google Ads,10434,415,42,59.14,3.98,10.12,0.14,1.41
2023-03-27,CAMP_007,Facebook Ads,79829,434,22,784.71,0.54,5.07,1.81,35.67
2023-08-07,CAMP_003,Facebook Ads,54420,75,44,510.75,0.14,58.67,6.81,11.61
2023-01-17,CAMP_003,LinkedIn Ads,25724,45,39,597.4,0.17,86.67,13.28,15.32
2023-09-30,CAMP_010,Instagram Ads,42085,816,6,462.97,1.94,0.74,0.57,77.16
2023-07-20,CAMP_007,LinkedIn Ads,76069,50,21,936.13,0.07,42.0,18.72,44.58
2023-10-17,CAMP_004,Instagram Ads,92944,78,47,106.54,0.08,60.26,1.37,2.27
2023-03-21,CAMP_003,Instagram Ads,56320,766,33,301.8,1.36,4.31,0.39,9.15
2023-07-04,CAMP_006,Instagram Ads,11810,802,47,892.69,6.79,5.86,1.11,18.99
2023-11-12,CAMP_009,Facebook Ads,55554,340,26,870.23,0.61,7.65,2.56,33.47
2023-05-19,CAMP_002,LinkedIn Ads,66175,374,27,709.01,0.57,7.22,1.9,26.26
2023-08-07,CAMP_003,Instagram Ads,79437,373,9,723.23,0.47,2.41,1.94,80.36
2023-01-04,CAMP_002,Google Ads,14118,245,50,314.26,1.74,20.41,1.28,6.29
2023-11-07,CAMP_006,Facebook Ads,88328,140,10,780.51,0.16,7.14,5.58,78.05
2023-04-15,CAMP_008,Facebook Ads,49705,187,49,228.85,0.38,26.2,1.22,4.67
2023-01-07,CAMP_006,Google Ads,14606,265,7,198.98,1.81,2.64,0.75,28.43
2023-12-25,CAMP_002,LinkedIn Ads,20155,600,48,840.69,2.98,8.0,1.4,17.51
2023-01-18,CAMP_010,Instagram Ads,3121,971,0,775.63,31.11,0.0,0.8,
2023-02-02,CAMP_004,Instagram Ads,16998,895,31,294.1,5.27,3.46,0.33,9.49
2023-08-02,CAMP_003,Facebook Ads,48758,946,4,456.98,1.94,0.42,0.48,114.25
2023-01-11,CAMP_005,Facebook Ads,35835,606,41,701.77,1.69,6.77,1.16,17.12
2023-01-13,CAMP_008,Instagram Ads,82728,295,1,687.01,0.36,0.34,2.33,687.01
2023-10-03,CAMP_008,LinkedIn Ads,6621,800,36,200.37,12.08,4.5,0.25,5.57
2023-07-20,CAMP_001,Instagram Ads,63241,794,32,218.83,1.26,4.03,0.28,6.84
2023-12-02,CAMP_007,LinkedIn Ads,32408,853,38,587.57,2.63,4.45,0.69,15.46
2023-05-29,CAMP_001,Google Ads,33954,102,47,702.29,0.3,46.08,6.89,14.94
2023-05-21,CAMP_009,Instagram Ads,53776,648,11,721.7,1.2,1.7,1.11,65.61
2023-06-27,CAMP_003,Instagram Ads,77541,184,16,370.7,0.24,8.7,2.01,23.17
2023-08-12,CAMP_004,Google Ads,93603,284,14,674.59,0.3,4.93,2.38,48.19
2023-01-23,CAMP_009,Facebook Ads,95698,773,32,828.09,0.81,4.14,1.07,25.88
2023-04-08,CAMP_005,Instagram Ads,23485,131,49,770.09,0.56,37.4,5.88,15.72
2023-10-28,CAMP_007,Instagram Ads,36315,737,22,114.11,2.03,2.99,0.15,5.19
2023-01-23,CAMP_004,LinkedIn Ads,94209,530,15,662.45,0.56,2.83,1.25,44.16
2023-09-04,CAMP_007,LinkedIn Ads,42172,396,29,204.26,0.94,7.32,0.52,7.04
2023-01-25,CAMP_005,Facebook Ads,63586,490,0,168.16,0.77,0.0,0.34,
2023-08-13,CAMP_004,Facebook Ads,53431,596,0,803.9,1.12,0.0,1.35,
2023-09-15,CAMP_010,Instagram Ads,4555,401,38,430.4,8.8,9.48,1.07,11.33
2023-07-12,CAMP_004,Google Ads,82019,163,25,756.76,0.2,15.34,4.64,30.27
2023-11-13,CAMP_005,LinkedIn Ads,3594,216,46,255.13,6.01,21.3,1.18,5.55
2023-11-27,CAMP_010,Facebook Ads,89676,451,33,781.1,0.5,7.32,1.73,23.67
2023-02-17,CAMP_002,LinkedIn Ads,57505,856,26,248.69,1.49,3.04,0.29,9.56
2023-04-15,CAMP_006,LinkedIn Ads,98446,204,18,537.51,0.21,8.82,2.63,29.86
2023-06-14,CAMP_003,LinkedIn Ads,6705,823,12,236.38,12.27,1.46,0.29,19.7
2023-07-12,CAMP_007,LinkedIn Ads,58088,541,2,78.35,0.93,0.37,0.14,39.17
2023-04-01,CAMP_004,Google Ads,47816,589,48,590.83,1.23,8.15,1.0,12.31
2023-07-21,CAMP_003,Facebook Ads,23832,148,1,384.25,0.62,0.68,2.6,384.25
2023-03-24,CAMP_001,Google Ads,17999,141,44,659.09,0.78,31.21,4.67,14.98
2023-04-14,CAMP_007,Facebook Ads,20813,693,43,927.29,3.33,6.2,1.34,21.56
2023-01-07,CAMP_009,Google Ads,91432,400,16,496.17,0.44,4.0,1.24,31.01
2023-04-12,CAMP_005,Google Ads,20557,340,7,416.45,1.65,2.06,1.22,59.49
2023-10-18,CAMP_003,Google Ads,20516,820,15,430.47,4.0,1.83,0.52,28.7
2023-07-20,CAMP_006,LinkedIn Ads,15475,113,17,681.74,0.73,15.04,6.03,40.1
2023-10-20,CAMP_008,Facebook Ads,95025,243,39,349.43,0.26,16.05,1.44,8.96
2023-02-21,CAMP_008,Instagram Ads,19295,34,7,113.94,0.18,20.59,3.35,16.28
2023-05-09,CAMP_003,Facebook Ads,76758,35,27,281.56,0.05,77.14,8.04,10.43
2023-04-07,CAMP_001,LinkedIn Ads,60854,794,40,513.26,1.3,5.04,0.65,12.83
2023-01-18,CAMP_004,LinkedIn Ads,12357,124,50,972.51,1.0,40.32,7.84,19.45
2023-01-23,CAMP_005,Instagram Ads,71831,435,28,962.84,0.61,6.44,2.21,34.39
2023-07-25,CAMP_010,Google Ads,57632,874,40,686.7,1.52,4.58,0.79,17.17
2023-10-10,CAMP_005,Instagram Ads,63192,247,0,498.2,0.39,0.0,2.02,
2023-01-23,CAMP_004,Google Ads,91564,965,3,867.0,1.05,0.31,0.9,289.0
2023-01-23,CAMP_001,Google Ads,35598,263,10,235.94,0.74,3.8,0.9,23.59
2023-10-11,CAMP_002,Google Ads,41411,270,35,123.13,0.65,12.96,0.46,3.52
2023-10-30,CAMP_002,LinkedIn Ads,74131,814,17,202.02,1.1,2.09,0.25,11.88
2023-11-07,CAMP_002,LinkedIn Ads,47976,631,39,519.81,1.32,6.18,0.82,13.33
2023-12-10,CAMP_009,LinkedIn Ads,76671,899,6,592.29,1.17,0.67,0.66,98.71
2023-10-20,CAMP_004,Google Ads,97501,457,35,370.68,0.47,7.66,0.81,10.59
2023-11-12,CAMP_002,Instagram Ads,76772,983,43,724.56,1.28,4.37,0.74,16.85
2023-09-08,CAMP_005,LinkedIn Ads,30882,746,40,549.52,2.42,5.36,0.74,13.74
2023-08-07,CAMP_006,LinkedIn Ads,43596,177,39,450.42,0.41,22.03,2.54,11.55
2023-03-01,CAMP_008,LinkedIn Ads,24487,796,4,865.05,3.25,0.5,1.09,216.26
2023-07-06,CAMP_003,Google Ads,43188,995,18,117.92,2.3,1.81,0.12,6.55
2023-01-03,CAMP_007,Google Ads,22965,799,2,897.82,3.48,0.25,1.12,448.91
2023-03-31,CAMP_006,Google Ads,38536,538,34,542.03,1.4,6.32,1.01,15.94
2023-08-23,CAMP_004,Google Ads,53089,127,26,357.44,0.24,20.47,2.81,13.75
2023-06-27,CAMP_010,Facebook Ads,94528,339,24,815.15,0.36,7.08,2.4,33.96
2023-06-10,CAMP_010,LinkedIn Ads,56495,46,41,100.37,0.08,89.13,2.18,2.45
2023-04-15,CAMP_001,LinkedIn Ads,19340,416,48,380.29,2.15,11.54,0.91,7.92
2023-12-27,CAMP_002,Google Ads,84079,318,25,293.9,0.38,7.86,0.92,11.76
2023-07-08,CAMP_001,Facebook Ads,16284,898,17,999.64,5.51,1.89,1.11,58.8
2023-01-10,CAMP_006,Instagram Ads,81731,336,38,414.01,0.41,11.31,1.23,10.89
2023-01-01,CAMP_007,Instagram Ads,93349,946,43,499.61,1.01,4.55,0.53,11.62
2023-09-30,CAMP_009,LinkedIn Ads,45396,808,26,197.85,1.78,3.22,0.24,7.61
2023-10-02,CAMP_003,Facebook Ads,38017,639,37,824.4,1.68,5.79,1.29,22.28
2023-08-28,CAMP_007,LinkedIn Ads,70657,923,49,551.99,1.31,5.31,0.6,11.27
2023-03-07,CAMP_008,Facebook Ads,99994,139,21,993.36,0.14,15.11,7.15,47.3
2023-12-13,CAMP_010,Facebook Ads,38412,208,30,814.9,0.54,14.42,3.92,27.16
2023-03-01,CAMP_001,LinkedIn Ads,36030,764,21,866.59,2.12,2.75,1.13,41.27
2023-11-30,CAMP_004,Google Ads,62951,734,39,684.38,1.17,5.31,0.93,17.55
2023-07-14,CAMP_001,LinkedIn Ads,40574,215,21,256.67,0.53,9.77,1.19,12.22
2023-01-08,CAMP_006,LinkedIn Ads,99231,871,6,290.26,0.88,0.69,0.33,48.38
2023-06-09,CAMP_008,Google Ads,14574,323,16,371.8,2.22,4.95,1.15,23.24
2023-03-26,CAMP_006,Instagram Ads,55320,999,46,902.93,1.81,4.6,0.9,19.63
2023-12-11,CAMP_005,Facebook Ads,51814,229,8,948.18,0.44,3.49,4.14,118.52
2023-07-08,CAMP_004,Instagram Ads,68924,601,42,261.93,0.87,6.99,0.44,6.24
2023-03-08,CAMP_009,Instagram Ads,91831,735,27,586.72,0.8,3.67,0.8,21.73
2023-02-24,CAMP_005,Instagram Ads,90020,377,16,409.86,0.42,4.24,1.09,25.62
2023-02-20,CAMP_002,Facebook Ads,46380,601,16,535.95,1.3,2.66,0.89,33.5
2023-02-04,CAMP_002,Facebook Ads,3312,204,47,492.76,6.16,23.04,2.42,10.48
2023-03-21,CAMP_001,Instagram Ads,4734,73,47,941.37,1.54,64.38,12.9,20.03
2023-11-11,CAMP_007,Google Ads,82245,222,41,554.6,0.27,18.47,2.5,13.53
2023-11-02,CAMP_001,Facebook Ads,99697,851,49,732.14,0.85,5.76,0.86,14.94
2023-01-05,CAMP_002,LinkedIn Ads,63929,501,40,101.06,0.78,7.98,0.2,2.53
2023-02-02,CAMP_008,Facebook Ads,73002,365,42,68.09,0.5,11.51,0.19,1.62
2023-05-17,CAMP_002,Instagram Ads,30207,928,24,375.29,3.07,2.59,0.4,15.64
2023-10-29,CAMP_004,Instagram Ads,91754,982,48,690.86,1.07,4.89,0.7,14.39
2023-07-03,CAMP_007,LinkedIn Ads,80896,39,20,322.85,0.05,51.28,8.28,16.14
2023-08-05,CAMP_001,Facebook Ads,39365,499,40,632.93,1.27,8.02,1.27,15.82
2023-01-02,CAMP_006,Google Ads,78477,587,13,439.59,0.75,2.21,0.75,33.81
2023-11-16,CAMP_007,LinkedIn Ads,9782,952,12,412.22,9.73,1.26,0.43,34.35
2023-09-18,CAMP_004,Instagram Ads,89736,925,36,725.79,1.03,3.89,0.78,20.16
2023-12-07,CAMP_008,Instagram Ads,95877,172,27,919.63,0.18,15.7,5.35,34.06
2023-02-25,CAMP_004,Google Ads,36361,764,37,411.06,2.1,4.84,0.54,11.11
2023-05-30,CAMP_004,LinkedIn Ads,60226,682,17,890.84,1.13,2.49,1.31,52.4
2023-07-01,CAMP_002,Instagram Ads,14263,929,11,705.86,6.51,1.18,0.76,64.17
2023-03-21,CAMP_001,Instagram Ads,44948,559,19,133.59,1.24,3.4,0.24,7.03
2023-02-20,CAMP_001,Google Ads,75010,584,1,400.61,0.78,0.17,0.69,400.61
2023-05-28,CAMP_003,Instagram Ads,87608,616,15,609.59,0.7,2.44,0.99,40.64
2023-08-20,CAMP_005,Facebook Ads,10422,280,42,481.04,2.69,15.0,1.72,11.45
2023-04-27,CAMP_001,Instagram Ads,11714,200,3,698.91,1.71,1.5,3.49,232.97
2023-01-12,CAMP_008,Facebook Ads,62418,239,34,422.91,0.38,14.23,1.77,12.44
2023-09-14,CAMP_010,LinkedIn Ads,38698,282,45,326.34,0.73,15.96,1.16,7.25
2023-04-04,CAMP_009,Instagram Ads,15777,200,7,230.21,1.27,3.5,1.15,32.89
2023-05-29,CAMP_005,Google Ads,69384,688,16,874.28,0.99,2.33,1.27,54.64
2023-04-30,CAMP_007,LinkedIn Ads,83187,332,10,383.51,0.4,3.01,1.16,38.35
2023-11-13,CAMP_008,Google Ads,40420,90,39,337.28,0.22,43.33,3.75,8.65
2023-10-09,CAMP_010,Google Ads,68360,266,47,684.98,0.39,17.67,2.58,14.57
2023-05-21,CAMP_002,Instagram Ads,16724,522,8,414.57,3.12,1.53,0.79,51.82
2023-11-16,CAMP_005,Google Ads,64092,622,30,199.6,0.97,4.82,0.32,6.65
2023-03-06,CAMP_009,Facebook Ads,9850,323,15,170.82,3.28,4.64,0.53,11.39
2023-06-14,CAMP_002,LinkedIn Ads,93848,57,30,809.76,0.06,52.63,14.21,26.99
2023-08-26,CAMP_009,Instagram Ads,24738,315,19,68.37,1.27,6.03,0.22,3.6
2023-09-27,CAMP_002,Google Ads,33081,714,44,715.48,2.16,6.16,1.0,16.26
2023-07-13,CAMP_006,LinkedIn Ads,96677,574,9,472.06,0.59,1.57,0.82,52.45
2023-05-25,CAMP_001,LinkedIn Ads,56647,784,49,448.33,1.38,6.25,0.57,9.15
2023-11-29,CAMP_007,Google Ads,47344,220,36,835.78,0.46,16.36,3.8,23.22
2023-03-06,CAMP_004,Facebook Ads,21582,549,21,932.0,2.54,3.83,1.7,44.38
2023-12-14,CAMP_001,Facebook Ads,55164,978,21,197.23,1.77,2.15,0.2,9.39
2023-10-14,CAMP_009,LinkedIn Ads,67690,124,28,176.03,0.18,22.58,1.42,6.29
2023-07-07,CAMP_001,Google Ads,16093,387,15,106.39,2.4,3.88,0.27,7.09
2023-08-22,CAMP_007,Facebook Ads,97596,469,3,277.03,0.48,0.64,0.59,92.34
2023-10-25,CAMP_001,Facebook Ads,38966,58,31,188.48,0.15,53.45,3.25,6.08
2023-07-12,CAMP_002,LinkedIn Ads,5122,579,39,521.09,11.3,6.74,0.9,13.36
2023-09-06,CAMP_001,Instagram Ads,94538,444,10,407.74,0.47,2.25,0.92,40.77
2023-08-10,CAMP_003,Google Ads,93158,819,46,162.24,0.88,5.62,0.2,3.53
2023-08-15,CAMP_003,Instagram Ads,8287,954,13,487.37,11.51,1.36,0.51,37.49
2023-02-14,CAMP_010,Facebook Ads,11587,548,23,152.42,4.73,4.2,0.28,6.63
2023-03-27,CAMP_002,LinkedIn Ads,67718,642,28,688.34,0.95,4.36,1.07,24.58
2023-07-12,CAMP_003,Facebook Ads,14156,331,20,666.65,2.34,6.04,2.01,33.33
2023-05-28,CAMP_010,Facebook Ads,74021,506,5,374.56,0.68,0.99,0.74,74.91
2023-09-13,CAMP_007,Google Ads,75132,186,47,744.09,0.25,25.27,4.0,15.83
2023-09-22,CAMP_009,Instagram Ads,7290,748,0,480.69,10.26,0.0,0.64,
2023-06-19,CAMP_006,Instagram Ads,58187,721,25,58.21,1.24,3.47,0.08,2.33
2023-01-30,CAMP_003,LinkedIn Ads,66995,488,36,254.54,0.73,7.38,0.52,7.07
2023-02-13,CAMP_009,LinkedIn Ads,37926,809,6,396.02,2.13,0.74,0.49,66.0
2023-01-06,CAMP_010,Instagram Ads,20210,851,25,302.44,4.21,2.94,0.36,12.1
2023-09-20,CAMP_006,Facebook Ads,40282,741,11,85.53,1.84,1.48,0.12,7.78
2023-09-09,CAMP_002,LinkedIn Ads,50349,355,11,981.27,0.71,3.1,2.76,89.21
2023-04-17,CAMP_007,Google Ads,89534,595,42,651.58,0.66,7.06,1.1,15.51
2023-01-18,CAMP_009,LinkedIn Ads,93163,594,21,331.09,0.64,3.54,0.56,15.77
2023-11-07,CAMP_005,Instagram Ads,22654,689,30,550.92,3.04,4.35,0.8,18.36
2023-02-25,CAMP_010,Google Ads,4246,607,8,899.51,14.3,1.32,1.48,112.44
2023-03-13,CAMP_006,Instagram Ads,49650,345,23,722.02,0.69,6.67,2.09,31.39
2023-09-01,CAMP_004,Instagram Ads,16303,624,21,220.58,3.83,3.37,0.35,10.5
2023-08-29,CAMP_009,Instagram Ads,91358,435,28,729.31,0.48,6.44,1.68,26.05
2023-09-16,CAMP_009,LinkedIn Ads,69971,861,23,391.52,1.23,2.67,0.45,17.02
2023-02-27,CAMP_002,Google Ads,46632,559,38,602.45,1.2,6.8,1.08,15.85
2023-03-18,CAMP_005,Google Ads,26104,964,22,296.46,3.69,2.28,0.31,13.48
2023-03-24,CAMP_009,Google Ads,27074,150,47,385.23,0.55,31.33,2.57,8.2
2023-01-17,CAMP_007,Facebook Ads,7339,277,24,846.96,3.77,8.66,3.06,35.29
2023-10-12,CAMP_003,LinkedIn Ads,72412,905,12,640.68,1.25,1.33,0.71,53.39
2023-06-28,CAMP_008,Instagram Ads,65309,568,31,563.03,0.87,5.46,0.99,18.16
2023-12-21,CAMP_006,LinkedIn Ads,74553,751,13,807.49,1.01,1.73,1.08,62.11
2023-03-16,CAMP_008,LinkedIn Ads,79490,576,2,467.94,0.72,0.35,0.81,233.97
2023-08-28,CAMP_010,Facebook Ads,44069,368,23,130.36,0.84,6.25,0.35,5.67
2023-06-07,CAMP_007,Facebook Ads,95944,116,18,245.7,0.12,15.52,2.12,13.65
2023-06-26,CAMP_007,Google Ads,89602,893,18,129.98,1.0,2.02,0.15,7.22
2023-10-17,CAMP_006,Google Ads,49625,949,25,724.58,1.91,2.63,0.76,28.98
2023-10-08,CAMP_009,Facebook Ads,76209,466,4,372.62,0.61,0.86,0.8,93.16
2023-12-19,CAMP_004,Google Ads,5146,572,35,772.39,11.12,6.12,1.35,22.07
2023-03-22,CAMP_005,LinkedIn Ads,98025,733,38,139.24,0.75,5.18,0.19,3.66
2023-11-10,CAMP_004,Instagram Ads,79410,443,44,648.6,0.56,9.93,1.46,14.74
2023-04-01,CAMP_008,Google Ads,33559,470,24,728.49,1.4,5.11,1.55,30.35
2023-08-24,CAMP_001,Facebook Ads,60576,23,0,967.2,0.04,0.0,42.05,
2023-04-07,CAMP_006,Facebook Ads,90123,502,16,59.12,0.56,3.19,0.12,3.69
2023-06-25,CAMP_006,Google Ads,27367,514,33,497.54,1.88,6.42,0.97,15.08
2023-01-02,CAMP_002,Instagram Ads,80139,251,30,401.17,0.31,11.95,1.6,13.37
2023-03-03,CAMP_007,LinkedIn Ads,47349,658,34,563.11,1.39,5.17,0.86,16.56
2023-09-25,CAMP_005,Google Ads,9273,29,36,466.95,0.31,124.14,16.1,12.97
2023-11-12,CAMP_007,LinkedIn Ads,59709,305,1,803.66,0.51,0.33,2.63,803.66
2023-11-10,CAMP_008,LinkedIn Ads,65399,169,9,476.13,0.26,5.33,2.82,52.9
2023-02-06,CAMP_007,Instagram Ads,1081,879,27,744.97,81.31,3.07,0.85,27.59
2023-02-15,CAMP_009,Google Ads,46130,992,20,741.08,2.15,2.02,0.75,37.05
2023-12-30,CAMP_007,Google Ads,80118,888,10,234.73,1.11,1.13,0.26,23.47
2023-05-05,CAMP_006,Facebook Ads,51897,432,46,917.98,0.83,10.65,2.12,19.96
2023-12-14,CAMP_010,Instagram Ads,88711,969,45,690.94,1.09,4.64,0.71,15.35
2023-09-23,CAMP_002,Facebook Ads,44178,612,4,455.18,1.39,0.65,0.74,113.8
2023-02-15,CAMP_001,Google Ads,6766,922,3,688.11,13.63,0.33,0.75,229.37
2023-01-19,CAMP_009,LinkedIn Ads,71631,591,23,605.42,0.83,3.89,1.02,26.32
2023-07-26,CAMP_004,Google Ads,63790,103,17,719.88,0.16,16.5,6.99,42.35
2023-06-12,CAMP_001,Facebook Ads,70912,371,21,954.0,0.52,5.66,2.57,45.43
2023-11-29,CAMP_001,Instagram Ads,31026,190,46,133.21,0.61,24.21,0.7,2.9
2023-04-18,CAMP_005,Google Ads,16293,588,16,357.76,3.61,2.72,0.61,22.36
2023-09-04,CAMP_007,Google Ads,82720,675,45,589.83,0.82,6.67,0.87,13.11
2023-12-17,CAMP_007,Instagram Ads,17504,466,8,208.56,2.66,1.72,0.45,26.07
2023-08-01,CAMP_009,LinkedIn Ads,11288,37,46,357.06,0.33,124.32,9.65,7.76
2023-11-18,CAMP_003,Facebook Ads,98087,973,33,248.57,0.99,3.39,0.26,7.53
2023-03-09,CAMP_007,Instagram Ads,64384,860,37,139.3,1.34,4.3,0.16,3.76
2023-10-07,CAMP_004,LinkedIn Ads,27008,537,8,376.37,1.99,1.49,0.7,47.05
2023-10-26,CAMP_003,Google Ads,18524,518,31,604.57,2.8,5.98,1.17,19.5
2023-10-10,CAMP_008,Instagram Ads,13793,452,7,986.09,3.28,1.55,2.18,140.87
2023-05-04,CAMP_009,Google Ads,51029,997,14,552.94,1.95,1.4,0.55,39.5
2023-10-25,CAMP_005,LinkedIn Ads,51116,91,25,648.87,0.18,27.47,7.13,25.95
2023-03-07,CAMP_001,LinkedIn Ads,98473,717,40,405.56,0.73,5.58,0.57,10.14
